0,0,0,0
0.09871094,0.04537037,0,0
0.19742188,0.090740741,0,0
0.29613282,0.136111111,0,0
0.39484376,0.181481481,0,0
0.4935547,0.226851852,0,0
0.59226564,0.272222222,0,0
0.69097658,0.317592593,0,0
0.78968752,0.362962963,0,0
0.88839846,0.408333333,0,0
0.9871094,0.453703704,0,0
1.08582034,0.499074074,0,0
1.18453128,0.544444444,0,0
1.28324222,0.589814815,0,0
1.38195316,0.635185185,0,0
1.4806641,0.680555556,0,0
1.57937504,0.725925926,0,0
1.67808598,0.771296296,0,0
1.77679692,0.816666667,0,0
1.87550786,0.862037037,0,0
1.9742188,0.907407407,0,0
2.07292974,0.952777778,0,0
2.17164068,0.998148148,0,0
2.27035162,1.043518519,0,0
2.36906256,1.088888889,0,0
2.4677735,1.134259259,0,0
2.56648444,1.17962963,0,0
2.66519538,1.225,0,0
2.76390632,1.27037037,0,0
2.86261726,1.315740741,0,0
2.9613282,1.361111111,0,0
3.06003914,1.406481481,0,0
3.15875008,1.451851852,0,0
3.25746102,1.497222222,0,0
3.35617196,1.542592593,0,0
3.4548829,1.587962963,0,0
3.55359384,1.633333333,0,0
3.65230478,1.678703704,0,0
3.75101572,1.724074074,0,0
3.84972666,1.769444444,0,0
3.9484376,1.814814815,0,0
4.04714854,1.860185185,0,0
4.14585948,1.905555556,0,0
4.24457042,1.950925926,0,0
4.34328136,1.996296296,0,0
4.4419923,2.041666667,0,0
4.54070324,2.087037037,0,0
4.63941418,2.132407407,0,0
4.73812512,2.177777778,0,0
4.83683606,2.223148148,0,0
4.935547,2.268518519,0,0
5.03425794,2.313888889,0,0
5.13296888,2.359259259,0,0
5.23167982,2.45,0,0
5.33039076,2.45,0.05,0
5.4291017,2.45,0.1,0
5.52781264,2.45,0.15,0
5.62652358,2.45,0.2,0
5.72523452,2.45,0.25,0
5.82394546,2.45,0.3,0
5.9226564,2.45,0.35,0
6.02136734,2.45,0.4,0
6.12007828,2.45,0.45,0
6.21878922,2.45,0.5,0
